id,created,updated,locale,product,title,is_solved,solution,solved_by,is_spam,last_answer,answers,topic,tags,creator,content,involved,is_archived,is_locked,is_taken,metadata,num_answers,num_votes_past_week,num_votes,taken_until,taken_by,updated_by,operating_system,thunderbird_version,firefox_version
1606580,2026-09-22T03:39:33.938371Z,2026-09-23T10:14:28.540835Z,en-US,thunderbird,Messages Count in Local Folder Went To Zero When  I  Changed That Folders Title,False,,,False,1849710,1849710;,email-and-messaging,thunderbird;windows-11;email-and-messaging;thunderbird-1533;thunderbird-15331;,alank5,"<p>9/21/26 </p><p>Dear T-bird Community Helpers, </p><p>This is my 1st use of any Mozilla mutual help community message board. I'm learning the ropes. </p><p>Re. the OS build: I never use beta anything. I established the folder, that went zero on me, recently (less than 2 weeks ago).  I hadn't yet backed it up onto the cloud or a flash drive or other medium. Was just about to, but thought I'd rename the folder 1st,  9/13.      </p><p>My mistake there, but not in the renaming. Never renamed a T-bird folder before. I had set up Thunderbird the week before 9/13, as a backup to e-mails in my Earthlink WebMail Premium account.      1st as a POP account, then later that week, after checking with a reputable AI interface, I made an IMAP.  </p><p>Today I couldn't find any prior messages in this community board. That I, with my best focus, found relevant to my situation.  </p><p>I try to learn what is involved, first, in decisions between products, accounts, and methods to follow. But I don't have all day. I don't short-shrift research, but I don't have all day.  I relied on an AI bot when I had second thoughts on appropriateness of POP account, and it recommended IMAP account be added. Not substituted for the POP one, though---I asked it about that. too. </p><p>I work hard to learn computer terms but am not deeply skilled with computer stuff.  I cannot generally read between the lines, to infer what sub-step to take to make the next listed step likelier to work. Nor can I understand very unnecessarily complex instructions, so please be feasibly simple in how you instruct me to find a way to restore my local folder. I don't know the exact name it had before. I use spelling tricks to keep folder names short, so there are MANY possibilities for the old name of that folder. </p><p>Your advice, please. I will be grateful for friendly, complete, instructions. Worded simply as is feasible.  And questions 1st, sure, if you need to know more 1st. </p><pre>         Thank You,              AK </pre> <p>Editorial note - please do not put spaces at the front of each line. </p>",alank5;davidsk;,False,False,False,;tb_version:153.3.1 esr(64bit);os:Windows 11;sanitized_product_version:153.3.1;useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:156.0) Gecko/20100101 Firefox/156.0,1,0,0,,,wsmwk,Windows 11,153.3.1 esr(64bit),
1606594,2026-09-22T06:34:48.623258Z,2026-09-22T07:37:24.152109Z,en-US,thunderbird,Latest update completely messed up the entire inbox,False,,,False,1849359,1849359;,send-and-receive-email,thunderbird;windows-11;send-and-receive-email;,jkapelakis,"<p>the latest update has completely messed the inbox.  Suddenly all messages ""From"" field show the same one recipient! An unbelievable mess! Imagine it: you have 50 new messages, from 50 different senders. ALl of them appear ""From"" one person...  How am I supposed to work with this? </p>",jkapelakis;siffemoz;,False,False,False,";useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/153.0.0.0 Safari/537.36;os:Windows 11",1,0,0,,,,Windows 11,,
1606601,2026-09-22T07:09:43.728983Z,2026-09-22T17:06:39.036654Z,en-US,thunderbird,I can't open links in my email by simply clicking on it. Why?,False,,,False,1849367,1849367;,extensions,thunderbird;windows-11;extensions;thunderbird-1560;,tomaz.zavrsnik7,<p>I can't open links in my email by simply clicking on it. Why? It worked 2 days ago. But now it is not working. It works is safwe mode. </p>,tomaz.zavrsnik7;Googlethunderbird.;,False,False,False,;useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:156.0) Gecko/20100101 Firefox/156.0;tb_version:156.0 (64-bit);os:Windows 11;sanitized_product_version:156.0,1,0,0,,,,Windows 11,156.0 (64-bit),
1606609,2026-09-22T07:34:22.107039Z,2026-09-22T13:06:05.287572Z,en-US,thunderbird,I can no longer see or find the calendar on thunderbird?,False,,,False,1849472,1849472;,events,thunderbird;windows-11;events;thunderbird-1500;,rez4,"<p>Hi, Why can't I see or find the calendar in Thunderbird anymore? Is it no longer appearing next to ""New Message"" like it always did? I have a lot of recurring events on it from the many years I've been using it, and I need to add more events. Please advise. Thanks </p>",rez4;Mapenzi;,False,False,False,";useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36 Edg/152.0.0.0;tb_version:150;os:Windows 11;sanitized_product_version:150.0",1,0,0,,,,Windows 11,150,
1606630,2026-09-22T09:28:36.216667Z,2026-09-22T09:28:36.216677Z,en-US,thunderbird,Timezone,False,,,False,,,calendar,thunderbird;calendar;,chrishb,"<p>I live in Morocco. At the weekend our clocks went back 1 hour. However, despite Thunderbird Beta being set to system time for Calendar, it is calculating the time as if my time had not gone back one hour. Any suggestions? Thanks in advance. </p>",chrishb;,False,False,False,";useragent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/153.0.0.0 Safari/537.36;tb_version:157.ob3;os:Mac OS x 10_15_7;sanitized_product_version:",0,0,0,,,,Mac OS x 10_15_7,157.ob3,
1606631,2026-09-22T09:29:24.635849Z,2026-09-22T12:53:04.976636Z,en-US,thunderbird,Thunderbird does not save account settings – missing prefs.js,False,,,False,1849462,1849435;1849441;1849462;,account-management,thunderbird;windows-11;account-management;,Jakubb_92,"<p>Hello, I have a problem with Mozilla Thunderbird. After adding a new email account, it works correctly, but after closing and restarting Thunderbird, the account disappears completely. </p><p>In the Thunderbird profile folder, there is no standard prefs.js file. Instead, I have multiple files such as prefs-1.js, prefs-2.js, prefs-3.js, etc. </p><p>I use Windows 11 with McAfee. I found information suggesting that this issue may occur when security software prevents Thunderbird from correctly saving or updating prefs.js. I have now completely disabled McAfee. </p><p>Could you please advise me how to safely restore the correct prefs.js file and make Thunderbird save the account configuration properly? </p>",Jakubb_92;davidsk;,False,False,False,;useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:156.0) Gecko/20100101 Firefox/156.0;tb_version:Version 153.3.1esr;os:Windows 11;sanitized_product_version:,3,0,0,,,,Windows 11,Version 153.3.1esr,
1606633,2026-09-22T09:42:41.646160Z,2026-09-22T15:38:11.004218Z,it,thunderbird,Messaggio per configurare mail: Config o nome utente o pass non vanno bene,True,1849484,'@next,False,1849513,1849468;1849484;1849513;,passwords-and-sign-in,windows-7;thunderbird;passwords-and-sign-in;thunderbird-115180;thunderbird-11518;,trameweb,"<p>Salve, ho windows 7, firefox per win 7. alice mail non si installa, mi ha dato problemi con outlook, posta in arrivo, quindi ho provato thunder, ma alla fine mi dice sempre configurazione,nome utente o pass non vanno bene. ho provato tutte le soluzioni possibili. Sara' per Win7?  La webmail Alice va. Grazie </p>",trameweb;@next;,False,False,False,";solver_id:7950945;useragent:Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0;tb_version:115.18.0;os:Windows 7;sanitized_product_version:115.18.0;kb_visits_prior:[""/it/kb/thunderbird-aggiornamento-software-non-riuscito""]",3,0,0,,,,Windows 7,115.18.0,
1606653,2026-09-22T10:42:00.755564Z,2026-09-22T10:42:00.755570Z,en-US,thunderbird,Thunderbird hangs while sending an email. How do I resolve issue?,False,,,False,,,app-crash,thunderbird;app-crash;thunderbird-1550;thunderbird-15501;,judith.mary.rose,<p>Thunderbird hangs while sending an email. How do I resolve issue? PS I'm on gmail and issue only just started happening. </p>,judith.mary.rose;,False,False,False,;useragent:Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:155.0) Gecko/20100101 Firefox/155.0;tb_version:155.0.1;os:Linux - Ubuntu;sanitized_product_version:155.0.1,0,0,0,,,,Linux - Ubuntu,155.0.1,
1606657,2026-09-22T10:55:20.571762Z,2026-09-22T10:55:20.571770Z,en-US,thunderbird,サンダーバード　メール一覧の文字サイズを変更したい,False,,,False,,,customization,thunderbird;customization;windows-11;,t-yoshid,<p>サンダーバードのトップ画面　メール一覧の文字サイズを変更したいのですが、方法教えてください、 </p>,t-yoshid;,False,False,False,";useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/153.0.0.0 Safari/537.36;tb_version:不明;os:Windows 11;sanitized_product_version:",0,0,0,,,,Windows 11,不明,
1606663,2026-09-22T11:19:52.773934Z,2026-09-22T11:19:52.773939Z,en-US,thunderbird,Авторизация на домене @inbox.ru,False,,,False,,,passwords-and-sign-in,thunderbird;windows-10;passwords-and-sign-in;thunderbird-1560;,kulikov.aleks.2111,"<p>При попытке добавить учетную запись электронной почты не получается пройти авторизацию, требует обновить браузер </p>",kulikov.aleks.2111;,False,False,False,";useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36;tb_version:156.0;os:Windows 10;sanitized_product_version:156.0",0,0,0,,,,Windows 10,156.0,
